RT_price
138.6
135.6
134.7
135.8
141.0
145.0
144.0
137.0
140.1
139.3
143.3
145.9
142.9
142.1
141.8
145.0
143.1
140.1
142.3
140.9
146.8
147.4
144.5
135.2
142.5
138.4
131.2
125.3
135.8
134.7
144.4
147.4
149.1
154.6
152.9
151.2
149.7
151.8
150.2
149.8
144.8
137.6
130.8
134.6
142.7
139.9
127.2
139.9
140.0
141.3
141.3
137.5
136.4
136.6
135.0
143.4
143.6
147.5
142.0
138.7
142.4
141.0
140.1
140.5
138.7
135.8
132.3
130.9
132.2
126.5
126.1
123.9
127.9
129.4
128.4
125.3
119.4
124.6
121.9
118.5
120.8
128.1
125.3
127.2
127.4
133.5
133.0
133.4
137.1
134.4
135.7
136.2
134.7
134.0
136.3
133.7
130.0
130.8
127.8
126.3
129.2
127.7
125.5
132.8
128.8
126.8
136.3
132.6
124.4
135.9
137.1
132.6
135.5
134.4
132.8
134.1
142.3
146.0
147.0
143.8
147.0
150.1
164.5
165.4
172.5
171.6
176.9
183.3
177.8
182.9
183.0
180.7
174.0
171.4
169.4
180.3
184.7
191.0
193.7
210.5
208.1
216.5
216.6
215.2
214.6
215.3
210.9
209.5
213.5
218.8
214.0
223.6
225.2
223.6
221.8
217.3
224.1
228.5
235.0
234.3
231.0
236.5
235.0
248.8
266.9
261.8
260.0
258.5
265.7
261.4
259.7
254.5
262.1
251.4
259.0
254.9
239.7
230.5
238.0
256.0
247.9
245.0
254.0
252.7
252.0
245.0
244.6
243.3
234.5
236.0
231.7
238.5
227.1
218.1
218.6
223.3
232.6
226.1
232.5
227.5
230.4
243.2
242.5
253.4
247.7
238.5
241.5
238.4
227.2
238.1
230.1
225.1
222.2
223.0
225.1
216.5
213.6
207.1
213.7
218.0
203.0
214.2
217.2
218.9
217.3
218.1
223.0
225.7
226.2
226.0
228.6
230.2
229.1
232.2
237.1
235.6
244.3
254.25
254.75
268.5
262.0
260.75
259.75
260.5
261.0
255.0
251.0
260.75
262.0
259.0
